,H.ì`ï[î‘çÜ,H.èWåvëŒè€âcã∆îNåéì˙,H.ójì˙,H.ì`ï[î≠çsì˙,H.ì`ï[èàóùì˙,H.ÉeÅ[ÉuÉãî‘çÜ,H.ãqêîÅiçáåvÅj,H.ãqêîÅiíjÅj,H.ãqêîÅièóÅj,H.ëçè§ïiêî,H.ì`ï[ã‡äz,H.ì`ï[ê≈äz,C.ãqëw
285,No:201900300000658,2018/4/27,ã‡,2018/4/27 19:36,2018/4/27 20:29,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,6,3540,260,ìoò^Ç»Çµ
286,No:201900300000659,2018/4/27,ã‡,2018/4/27 19:57,2018/4/27 22:44,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,11,9360,690,ìoò^Ç»Çµ
287,No:201900300000660,2018/4/27,ã‡,2018/4/27 20:27,2018/4/27 23:06,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,11,5558,408,ìoò^Ç»Çµ
288,No:201900300000661,2018/4/27,ã‡,2018/4/27 20:34,2018/4/27 23:34,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,41,22341,1641,ìoò^Ç»Çµ
289,No:201900300000662,2018/4/27,ã‡,2018/4/27 20:35,2018/4/27 23:05,000000001:ÉJÉEÉìÉ^Å[1,2,0,2,9,5277,387,ìoò^Ç»Çµ
290,No:201900300000663,2018/4/27,ã‡,2018/4/27 22:12,2018/4/27 23:47,000000015:å@ÇËÇ≤ÇΩÇ¬3,6,6,0,12,7523,553,ìoò^Ç»Çµ
291,No:201900300000664,2018/4/27,ã‡,2018/4/27 22:14,2018/4/27 23:08,000000010:ÉeÅ[ÉuÉã1,2,0,2,8,4144,304,ìoò^Ç»Çµ
292,No:201900300000665,2018/4/27,ã‡,2018/4/27 22:39,2018/4/27 23:23,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,2,1188,88,ìoò^Ç»Çµ
293,No:201900300000666,2018/4/27,ã‡,2018/4/27 22:51,2018/4/27 23:18,000000008:ÉJÉEÉìÉ^Å[8,1,0,1,4,2688,198,ìoò^Ç»Çµ
294,No:201900300000667,2018/4/28,ìy,2018/4/28 17:41,2018/4/28 18:35,000000012:ÉeÅ[ÉuÉã3,2,1,1,10,6238,458,ìoò^Ç»Çµ
295,No:201900300000668,2018/4/28,ìy,2018/4/28 17:45,2018/4/28 22:02,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,0,4,28,15258,1118,ìoò^Ç»Çµ
296,No:201900300000669,2018/4/28,ìy,2018/4/28 18:05,2018/4/28 21:41,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,1,3,32,21040,1550,ìoò^Ç»Çµ
297,No:201900300000670,2018/4/28,ìy,2018/4/28 18:09,2018/4/28 19:45,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,14,9132,672,ìoò^Ç»Çµ
298,No:201900300000671,2018/4/28,ìy,2018/4/28 18:10,2018/4/28 19:22,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,12,6606,486,ìoò^Ç»Çµ
299,No:201900300000672,2018/4/28,ìy,2018/4/28 18:12,2018/4/28 20:28,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,13,7295,535,ìoò^Ç»Çµ
300,No:201900300000673,2018/4/28,ìy,2018/4/28 18:15,2018/4/28 20:08,000000010:ÉeÅ[ÉuÉã1,2,0,2,13,7468,548,ìoò^Ç»Çµ
301,No:201900300000674,2018/4/28,ìy,2018/4/28 18:30,2018/4/28 20:13,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,6,24000,1776,ìoò^Ç»Çµ
302,No:201900300000675,2018/4/28,ìy,2018/4/28 18:47,2018/4/28 20:14,000000001:ÉJÉEÉìÉ^Å[1,1,1,0,8,5094,374,ìoò^Ç»Çµ
303,No:201900300000676,2018/4/28,ìy,2018/4/28 19:00,2018/4/28 19:54,000000012:ÉeÅ[ÉuÉã3,2,2,0,7,4209,309,ìoò^Ç»Çµ
304,No:201900300000677,2018/4/28,ìy,2018/4/28 19:35,2018/4/28 20:05,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,9,5170,380,ìoò^Ç»Çµ
305,No:201900300000678,2018/4/28,ìy,2018/4/28 20:37,2018/4/28 21:58,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,14,10341,761,ìoò^Ç»Çµ
306,No:201900300000679,2018/4/28,ìy,2018/4/28 20:59,2018/4/28 21:54,000000012:ÉeÅ[ÉuÉã3,3,3,0,17,9152,672,ìoò^Ç»Çµ
307,No:201900300000680,2018/4/29,ì˙,2018/4/29 17:11,2018/4/29 17:53,000000009:ÉJÉEÉìÉ^Å[9,2,0,2,9,5461,401,ìoò^Ç»Çµ
308,No:201900300000681,2018/4/29,ì˙,2018/4/29 18:00,2018/4/29 21:27,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,20,13891,1021,ìoò^Ç»Çµ
309,No:201900300000682,2018/4/29,ì˙,2018/4/29 18:00,2018/4/29 19:13,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,17,11204,824,ìoò^Ç»Çµ
310,No:201900300000683,2018/4/29,ì˙,2018/4/29 18:03,2018/4/29 20:40,000000013:å@ÇËÇ≤ÇΩÇ¬1,2,1,1,25,13506,996,ìoò^Ç»Çµ
311,No:201900300000684,2018/4/29,ì˙,2018/4/29 18:12,2018/4/29 19:02,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,2,2,17,11225,825,ìoò^Ç»Çµ
312,No:201900300000685,2018/4/29,ì˙,2018/4/29 18:18,2018/4/29 19:54,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,15,9703,713,ìoò^Ç»Çµ
313,No:201900300000686,2018/4/29,ì˙,2018/4/29 18:24,2018/4/29 19:57,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,2,3,23,13317,977,ìoò^Ç»Çµ
314,No:201900300000687,2018/4/29,ì˙,2018/4/29 18:24,2018/4/29 22:23,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,1,2,25,14333,1053,ìoò^Ç»Çµ
315,No:201900300000688,2018/4/29,ì˙,2018/4/29 18:28,2018/4/29 19:47,000000019:å@ÇËÇ≤ÇΩÇ¬7,2,1,1,18,9822,722,ìoò^Ç»Çµ
316,No:201900300000689,2018/4/29,ì˙,2018/4/29 18:41,2018/4/29 20:11,000000011:ÉeÅ[ÉuÉã2,2,1,1,13,8872,652,ìoò^Ç»Çµ
317,No:201900300000690,2018/4/29,ì˙,2018/4/29 18:50,2018/4/29 19:32,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,12,7199,529,ìoò^Ç»Çµ
318,No:201900300000691,2018/4/29,ì˙,2018/4/29 19:00,2018/4/29 21:31,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,1,1,14,9390,690,ìoò^Ç»Çµ
319,No:201900300000692,2018/4/29,ì˙,2018/4/29 19:04,2018/4/29 20:39,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,15,8105,595,ìoò^Ç»Çµ
320,No:201900300000693,2018/4/29,ì˙,2018/4/29 19:08,2018/4/29 19:58,000000010:ÉeÅ[ÉuÉã1,2,1,1,10,6703,493,ìoò^Ç»Çµ
321,No:201900300000694,2018/4/29,ì˙,2018/4/29 19:36,2018/4/29 21:37,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,12,7655,565,ìoò^Ç»Çµ
322,No:201900300000695,2018/4/29,ì˙,2018/4/29 19:40,2018/4/29 21:31,000000017:å@ÇËÇ≤ÇΩÇ¬5,3,1,2,19,11040,810,ìoò^Ç»Çµ
323,No:201900300000696,2018/4/29,ì˙,2018/4/29 20:23,2018/4/29 22:08,000000010:ÉeÅ[ÉuÉã1,2,1,1,10,8227,607,ìoò^Ç»Çµ
324,No:201900300000697,2018/4/30,åé,2018/4/30 17:19,2018/4/30 19:34,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,19,13535,995,ìoò^Ç»Çµ
325,No:201900300000698,2018/4/30,åé,2018/4/30 17:54,2018/4/30 19:03,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,15,9315,685,ìoò^Ç»Çµ
326,No:201900300000699,2018/4/30,åé,2018/4/30 18:07,2018/4/30 19:44,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,0,2,14,7057,517,ìoò^Ç»Çµ
327,No:201900300000700,2018/4/30,åé,2018/4/30 18:08,2018/4/30 18:51,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,13,8537,627,ìoò^Ç»Çµ
328,No:201900300000701,2018/4/30,åé,2018/4/30 18:21,2018/4/30 20:25,000000012:ÉeÅ[ÉuÉã3,3,2,1,17,9907,727,ìoò^Ç»Çµ
329,No:201900300000702,2018/4/30,åé,2018/4/30 18:32,2018/4/30 19:33,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,10,6411,471,ìoò^Ç»Çµ
330,No:201900300000703,2018/4/30,åé,2018/4/30 18:38,2018/4/30 20:08,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,21,12454,914,ìoò^Ç»Çµ
331,No:201900300000704,2018/4/30,åé,2018/4/30 19:15,2018/4/30 20:38,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,1,2,9,6672,492,ìoò^Ç»Çµ
332,No:201900300000705,2018/4/30,åé,2018/4/30 19:19,2018/4/30 22:16,000000019:å@ÇËÇ≤ÇΩÇ¬7,4,2,2,34,18735,1375,ìoò^Ç»Çµ
333,No:201900300000706,2018/4/30,åé,2018/4/30 19:22,2018/4/30 20:47,000000018:å@ÇËÇ≤ÇΩÇ¬6,4,4,0,24,15714,1154,ìoò^Ç»Çµ
334,No:201900300000707,2018/4/30,åé,2018/4/30 19:32,2018/4/30 21:23,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,8,5440,400,ìoò^Ç»Çµ
335,No:201900300000708,2018/4/30,åé,2018/4/30 19:55,2018/4/30 20:20,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,6,3011,221,ìoò^Ç»Çµ
336,No:201900300000709,2018/4/30,åé,2018/4/30 20:04,2018/4/30 21:32,000000020:å@ÇËÇ≤ÇΩÇ¬8,7,7,0,45,25822,1902,ìoò^Ç»Çµ
337,No:201900300000710,2018/4/30,åé,2018/4/30 20:04,2018/4/30 20:50,000000011:ÉeÅ[ÉuÉã2,2,1,1,9,4500,330,ìoò^Ç»Çµ
338,No:201900300000711,2018/4/30,åé,2018/4/30 20:09,2018/4/30 20:48,000000010:ÉeÅ[ÉuÉã1,2,1,1,6,3043,223,ìoò^Ç»Çµ
339,No:201900300000712,2018/5/1,âŒ,2018/5/1 17:42,2018/5/1 18:31,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,12,7556,556,ìoò^Ç»Çµ
340,No:201900300000713,2018/5/1,âŒ,2018/5/1 17:53,2018/5/1 18:53,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,10,6703,493,ìoò^Ç»Çµ
341,No:201900300000714,2018/5/1,âŒ,2018/5/1 18:00,2018/5/1 18:46,000000002:ÉJÉEÉìÉ^Å[2,1,1,0,8,5094,374,ìoò^Ç»Çµ
342,No:201900300000715,2018/5/1,âŒ,2018/5/1 18:16,2018/5/1 19:46,000000012:ÉeÅ[ÉuÉã3,2,2,0,10,5644,414,ìoò^Ç»Çµ
343,No:201900300000716,2018/5/1,âŒ,2018/5/1 18:34,2018/5/1 20:40,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,6,24000,1776,ìoò^Ç»Çµ
344,No:201900300000717,2018/5/1,âŒ,2018/5/1 18:36,2018/5/1 19:24,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,10,5839,429,ìoò^Ç»Çµ
345,No:201900300000718,2018/5/1,âŒ,2018/5/1 18:44,2018/5/1 19:56,000000018:å@ÇËÇ≤ÇΩÇ¬6,2,1,1,12,7317,537,ìoò^Ç»Çµ
346,No:201900300000719,2018/5/1,âŒ,2018/5/1 18:51,2018/5/1 20:52,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,4,0,15,13366,986,ìoò^Ç»Çµ
347,No:201900300000720,2018/5/1,âŒ,2018/5/1 18:56,2018/5/1 20:12,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,2,2,26,15327,1127,ìoò^Ç»Çµ
348,No:201900300000721,2018/5/1,âŒ,2018/5/1 19:19,2018/5/1 20:33,000000010:ÉeÅ[ÉuÉã1,2,2,0,8,5311,391,ìoò^Ç»Çµ
349,No:201900300000722,2018/5/1,âŒ,2018/5/1 20:12,2018/5/1 20:57,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,12,7620,560,ìoò^Ç»Çµ
350,No:201900300000723,2018/5/1,âŒ,2018/5/1 20:16,2018/5/1 21:10,000000012:ÉeÅ[ÉuÉã3,2,2,0,9,5721,421,ìoò^Ç»Çµ
351,No:201900300000724,2018/5/1,âŒ,2018/5/1 21:01,2018/5/1 21:43,000000002:ÉJÉEÉìÉ^Å[2,1,1,0,6,3368,248,ìoò^Ç»Çµ
352,No:201900300000725,2018/5/2,êÖ,2018/5/2 17:32,2018/5/2 19:12,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,2,1,19,15556,1146,ìoò^Ç»Çµ
353,No:201900300000726,2018/5/2,êÖ,2018/5/2 17:35,2018/5/2 19:11,000000007:ÉJÉEÉìÉ^Å[7,2,1,1,16,10804,794,ìoò^Ç»Çµ
354,No:201900300000727,2018/5/2,êÖ,2018/5/2 17:43,2018/5/2 19:22,000000010:ÉeÅ[ÉuÉã1,2,1,1,17,11224,824,ìoò^Ç»Çµ
355,No:201900300000728,2018/5/2,êÖ,2018/5/2 17:57,2018/5/2 18:54,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,11,6691,491,ìoò^Ç»Çµ
356,No:201900300000729,2018/5/2,êÖ,2018/5/2 18:10,2018/5/2 22:21,000000018:å@ÇËÇ≤ÇΩÇ¬6,7,7,0,55,36660,2700,ìoò^Ç»Çµ
357,No:201900300000730,2018/5/2,êÖ,2018/5/2 18:14,2018/5/2 20:36,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,12,7318,538,ìoò^Ç»Çµ
358,No:201900300000731,2018/5/2,êÖ,2018/5/2 18:17,2018/5/2 19:39,000000002:ÉJÉEÉìÉ^Å[2,2,2,0,11,7761,571,ìoò^Ç»Çµ
359,No:201900300000732,2018/5/2,êÖ,2018/5/2 18:41,2018/5/2 21:03,000000012:ÉeÅ[ÉuÉã3,3,1,2,15,13981,1031,ìoò^Ç»Çµ
360,No:201900300000733,2018/5/2,êÖ,2018/5/2 18:48,2018/5/2 21:21,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,13,10872,802,ìoò^Ç»Çµ
361,No:201900300000734,2018/5/2,êÖ,2018/5/2 19:03,2018/5/2 21:06,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,8,7504,554,ìoò^Ç»Çµ
362,No:201900300000735,2018/5/2,êÖ,2018/5/2 19:11,2018/5/2 21:55,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,5,0,34,22669,1669,ìoò^Ç»Çµ
363,No:201900300000736,2018/5/2,êÖ,2018/5/2 19:22,2018/5/2 20:24,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,9,5537,407,ìoò^Ç»Çµ
364,No:201900300000737,2018/5/2,êÖ,2018/5/2 19:25,2018/5/2 22:20,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,1,1,20,13287,977,ìoò^Ç»Çµ
365,No:201900300000738,2018/5/2,êÖ,2018/5/2 19:26,2018/5/2 20:31,000000010:ÉeÅ[ÉuÉã1,2,2,0,3,1414,104,ìoò^Ç»Çµ
366,No:201900300000739,2018/5/2,êÖ,2018/5/2 19:35,2018/5/2 23:08,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,52,28782,2112,ìoò^Ç»Çµ
367,No:201900300000740,2018/5/2,êÖ,2018/5/2 19:36,2018/5/2 20:25,000000011:ÉeÅ[ÉuÉã2,2,1,1,8,4479,329,ìoò^Ç»Çµ
368,No:201900300000741,2018/5/2,êÖ,2018/5/2 19:44,2018/5/2 22:57,000000016:å@ÇËÇ≤ÇΩÇ¬4,4,2,2,35,20837,1530,ìoò^Ç»Çµ
369,No:201900300000742,2018/5/2,êÖ,2018/5/2 19:49,2018/5/2 20:48,000000002:ÉJÉEÉìÉ^Å[2,2,1,1,14,8148,598,ìoò^Ç»Çµ
370,No:201900300000743,2018/5/3,ñÿ,2018/5/3 17:09,2018/5/3 18:17,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,0,3,19,10912,802,ìoò^Ç»Çµ
371,No:201900300000744,2018/5/3,ñÿ,2018/5/3 17:09,2018/5/3 19:08,000000013:å@ÇËÇ≤ÇΩÇ¬1,2,2,0,13,8699,639,ìoò^Ç»Çµ
372,No:201900300000745,2018/5/3,ñÿ,2018/5/3 17:13,2018/5/3 19:40,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,3,1,18,15449,1139,ìoò^Ç»Çµ
373,No:201900300000746,2018/5/3,ñÿ,2018/5/3 17:44,2018/5/3 18:53,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,8,4813,353,ìoò^Ç»Çµ
374,No:201900300000747,2018/5/3,ñÿ,2018/5/3 17:44,2018/5/3 20:11,000000010:ÉeÅ[ÉuÉã1,2,0,2,15,9583,703,ìoò^Ç»Çµ
375,No:201900300000748,2018/5/3,ñÿ,2018/5/3 17:52,2018/5/3 20:17,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,35,22024,1624,ìoò^Ç»Çµ
376,No:201900300000749,2018/5/3,ñÿ,2018/5/3 17:53,2018/5/3 18:44,000000006:ÉJÉEÉìÉ^Å[6,2,0,2,7,4813,353,ìoò^Ç»Çµ
377,No:201900300000750,2018/5/3,ñÿ,2018/5/3 17:54,2018/5/3 22:35,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,69,38177,2807,ìoò^Ç»Çµ
378,No:201900300000751,2018/5/3,ñÿ,2018/5/3 18:02,2018/5/3 20:59,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,2,1,23,12736,936,ìoò^Ç»Çµ
379,No:201900300000752,2018/5/3,ñÿ,2018/5/3 18:07,2018/5/3 18:35,000000001:ÉJÉEÉìÉ^Å[1,3,1,2,9,4165,305,ìoò^Ç»Çµ
380,No:201900300000753,2018/5/3,ñÿ,2018/5/3 18:19,2018/5/3 20:51,000000018:å@ÇËÇ≤ÇΩÇ¬6,8,8,0,8,32000,2368,ìoò^Ç»Çµ
381,No:201900300000754,2018/5/3,ñÿ,2018/5/3 18:49,2018/5/3 19:24,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,8,4587,337,ìoò^Ç»Çµ
382,No:201900300000755,2018/5/3,ñÿ,2018/5/3 18:57,2018/5/3 22:48,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,20,12132,892,ìoò^Ç»Çµ
383,No:201900300000756,2018/5/3,ñÿ,2018/5/3 19:04,2018/5/3 20:43,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,21,11601,851,ìoò^Ç»Çµ
384,No:201900300000757,2018/5/3,ñÿ,2018/5/3 19:05,2018/5/3 21:07,000000012:ÉeÅ[ÉuÉã3,3,0,3,15,8947,657,ìoò^Ç»Çµ
385,No:201900300000758,2018/5/3,ñÿ,2018/5/3 19:11,2018/5/3 22:25,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,2,2,36,20562,1512,ìoò^Ç»Çµ
386,No:201900300000759,2018/5/3,ñÿ,2018/5/3 19:17,2018/5/3 21:08,000000011:ÉeÅ[ÉuÉã2,2,0,2,14,7414,544,ìoò^Ç»Çµ
387,No:201900300000760,2018/5/3,ñÿ,2018/5/3 19:35,2018/5/3 21:21,000000013:å@ÇËÇ≤ÇΩÇ¬1,3,3,0,25,21343,1573,ìoò^Ç»Çµ
388,No:201900300000761,2018/5/3,ñÿ,2018/5/3 19:44,2018/5/3 20:36,000000004:ÉJÉEÉìÉ^Å[4,1,1,0,7,4393,323,ìoò^Ç»Çµ
389,No:201900300000762,2018/5/3,ñÿ,2018/5/3 19:57,2018/5/3 21:10,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,12,7167,527,ìoò^Ç»Çµ
390,No:201900300000763,2018/5/3,ñÿ,2018/5/3 20:15,2018/5/3 22:45,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,1,2,26,14937,1097,ìoò^Ç»Çµ
391,No:201900300000764,2018/5/3,ñÿ,2018/5/3 20:41,2018/5/3 21:46,000000004:ÉJÉEÉìÉ^Å[4,1,1,0,6,3302,242,ìoò^Ç»Çµ
392,No:201900300000765,2018/5/3,ñÿ,2018/5/3 17:09,2018/5/3 18:17,000000014:å@ÇËÇ≤ÇΩÇ¬2,-3,0,-3,-19,-10912,-802,ìoò^Ç»Çµ
393,No:201900300000766,2018/5/3,ñÿ,2018/5/3 21:41,2018/5/3 21:42,000000013:å@ÇËÇ≤ÇΩÇ¬1,3,2,1,19,10912,802,ìoò^Ç»Çµ
394,No:201900300000767,2018/5/4,ã‡,2018/5/4 17:33,2018/5/4 18:42,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,11,6530,480,ìoò^Ç»Çµ
395,No:201900300000768,2018/5/4,ã‡,2018/5/4 17:59,2018/5/4 21:22,000000004:ÉJÉEÉìÉ^Å[4,3,2,1,22,13275,975,ìoò^Ç»Çµ
396,No:201900300000769,2018/5/4,ã‡,2018/5/4 18:02,2018/5/4 19:22,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,4,0,25,13653,1003,ìoò^Ç»Çµ
397,No:201900300000770,2018/5/4,ã‡,2018/5/4 18:02,2018/5/4 19:39,000000012:ÉeÅ[ÉuÉã3,4,1,3,22,14064,1034,ìoò^Ç»Çµ
398,No:201900300000771,2018/5/4,ã‡,2018/5/4 18:16,2018/5/4 19:27,000000011:ÉeÅ[ÉuÉã2,2,1,1,15,9725,715,ìoò^Ç»Çµ
399,No:201900300000772,2018/5/4,ã‡,2018/5/4 18:35,2018/5/4 20:13,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,15,10028,738,ìoò^Ç»Çµ
400,No:201900300000773,2018/5/4,ã‡,2018/5/4 18:36,2018/5/4 20:41,000000001:ÉJÉEÉìÉ^Å[1,2,1,1,18,10825,795,ìoò^Ç»Çµ
401,No:201900300000774,2018/5/4,ã‡,2018/5/4 18:44,2018/5/4 22:11,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,1,2,15,14143,1043,ìoò^Ç»Çµ
402,No:201900300000775,2018/5/4,ã‡,2018/5/4 18:46,2018/5/4 21:34,000000010:ÉeÅ[ÉuÉã1,2,1,1,12,11120,820,ìoò^Ç»Çµ
403,No:201900300000776,2018/5/4,ã‡,2018/5/4 19:03,2018/5/4 20:04,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,11,6314,464,ìoò^Ç»Çµ
404,No:201900300000777,2018/5/4,ã‡,2018/5/4 19:06,2018/5/4 20:40,000000016:å@ÇËÇ≤ÇΩÇ¬4,8,8,0,8,32000,2368,ìoò^Ç»Çµ
405,No:201900300000778,2018/5/4,ã‡,2018/5/4 19:10,2018/5/4 20:44,000000020:å@ÇËÇ≤ÇΩÇ¬8,22,22,0,22,88000,6512,ìoò^Ç»Çµ
406,No:201900300000779,2018/5/4,ã‡,2018/5/4 19:39,2018/5/4 21:14,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,11,11520,850,ìoò^Ç»Çµ
407,No:201900300000780,2018/5/4,ã‡,2018/5/4 19:43,2018/5/4 22:02,000000012:ÉeÅ[ÉuÉã3,3,3,0,20,11526,846,ìoò^Ç»Çµ
408,No:201900300000781,2018/5/4,ã‡,2018/5/4 20:09,2018/5/4 21:02,000000011:ÉeÅ[ÉuÉã2,2,2,0,9,6152,452,ìoò^Ç»Çµ
409,No:201900300000782,2018/5/4,ã‡,2018/5/4 20:10,2018/5/4 21:36,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,14,9044,664,ìoò^Ç»Çµ
410,No:201900300000783,2018/5/4,ã‡,2018/5/4 20:24,2018/5/4 22:48,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,4,0,21,11925,875,ìoò^Ç»Çµ
411,No:201900300000784,2018/5/4,ã‡,2018/5/4 20:52,2018/5/4 21:42,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,8,3820,280,ìoò^Ç»Çµ
412,No:201900300000785,2018/5/4,ã‡,2018/5/4 21:17,2018/5/4 23:17,000000001:ÉJÉEÉìÉ^Å[1,2,2,0,12,7124,524,ìoò^Ç»Çµ
413,No:201900300000786,2018/5/4,ã‡,2018/5/4 21:38,2018/5/4 23:12,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,2,0,9,5170,380,ìoò^Ç»Çµ
414,No:201900300000787,2018/5/4,ã‡,2018/5/4 21:41,2018/5/4 22:31,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,10,5666,416,ìoò^Ç»Çµ
415,No:201900300000788,2018/5/5,ìy,2018/5/5 17:34,2018/5/5 18:28,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,10,6844,504,ìoò^Ç»Çµ
416,No:201900300000789,2018/5/5,ìy,2018/5/5 17:34,2018/5/5 17:59,000000003:ÉJÉEÉìÉ^Å[3,2,2,0,6,3724,274,ìoò^Ç»Çµ
417,No:201900300000790,2018/5/5,ìy,2018/5/5 17:44,2018/5/5 18:58,000000001:ÉJÉEÉìÉ^Å[1,1,1,0,0,0,0,ìoò^Ç»Çµ
418,No:201900300000791,2018/5/5,ìy,2018/5/5 18:04,2018/5/5 20:00,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,15,8829,649,ìoò^Ç»Çµ
419,No:201900300000792,2018/5/5,ìy,2018/5/5 18:08,2018/5/5 19:55,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,2,1,19,11332,832,ìoò^Ç»Çµ
420,No:201900300000793,2018/5/5,ìy,2018/5/5 18:16,2018/5/5 21:55,000000010:ÉeÅ[ÉuÉã1,2,2,0,18,10469,769,ìoò^Ç»Çµ
421,No:201900300000794,2018/5/5,ìy,2018/5/5 18:21,2018/5/5 20:29,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,17,13860,1020,ìoò^Ç»Çµ
422,No:201900300000795,2018/5/5,ìy,2018/5/5 18:26,2018/5/5 20:09,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,5,0,28,17054,1254,ìoò^Ç»Çµ
423,No:201900300000796,2018/5/5,ìy,2018/5/5 18:32,2018/5/5 20:01,000000016:å@ÇËÇ≤ÇΩÇ¬4,5,5,0,21,11904,874,ìoò^Ç»Çµ
424,No:201900300000797,2018/5/5,ìy,2018/5/5 18:35,2018/5/5 21:14,000000012:ÉeÅ[ÉuÉã3,4,4,0,29,16374,1204,ìoò^Ç»Çµ
425,No:201900300000798,2018/5/5,ìy,2018/5/5 18:36,2018/5/5 18:53,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,8,4555,335,ìoò^Ç»Çµ
426,No:201900300000799,2018/5/5,ìy,2018/5/5 18:37,2018/5/5 19:17,000000003:ÉJÉEÉìÉ^Å[3,2,1,1,8,4090,300,ìoò^Ç»Çµ
427,No:201900300000800,2018/5/5,ìy,2018/5/5 18:58,2018/5/5 20:50,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,19,13322,982,ìoò^Ç»Çµ
428,No:201900300000801,2018/5/5,ìy,2018/5/5 19:02,2018/5/5 21:18,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,4,1,21,20967,1547,ìoò^Ç»Çµ
